province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Burma,2020-05-06,21.9162,95.956,POINT(95.956 21.9162),161,6,50,105,,,Burma
,Cambodia,2020-05-06,11.55,104.9167,POINT(104.9167 11.55),122,0,120,2,,,Cambodia
,Indonesia,2020-05-06,-0.7893,113.9213,POINT(113.9213 -0.7893),12438,895,2317,9226,,,Indonesia
,Laos,2020-05-06,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,10,9,,,Laos
,Malaysia,2020-05-06,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),6428,107,4702,1619,,,Malaysia
,Philippines,2020-05-06,12.879721,121.77401699999999,POINT(121.774017 12.879721),10004,658,1506,7840,,,Philippines
,Singapore,2020-05-06,1.2833,103.8333,POINT(103.8333 1.2833),20198,20,1634,18544,,,Singapore
,Thailand,2020-05-06,15.870032,100.992541,POINT(100.992541 15.870032),2989,55,2761,173,,,Thailand
,Timor-Leste,2020-05-06,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,20,4,,,Timor-Leste
,Vietnam,2020-05-06,14.058323999999999,108.277199,POINT(108.277199 14.058324),271,0,232,39,,,Vietnam
,Thailand,2020-01-22,,,,2,,,,,,
,Brunei,2020-10-22,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-10-22,21.9162,95.956,POINT(95.956 21.9162),41008,1005,21144,18859,,,Burma
,Cambodia,2020-10-22,11.55,104.9167,POINT(104.9167 11.55),286,0,280,6,,,Cambodia
,Indonesia,2020-10-22,-0.7893,113.9213,POINT(113.9213 -0.7893),377541,12959,301006,63576,,,Indonesia
,Laos,2020-10-22,19.85627,102.495496,POINT(102.495496 19.85627),24,0,22,2,,,Laos
,Malaysia,2020-10-22,4.2104839999999992,101.975766,POINT(101.975766 4.210484),23804,204,15417,8183,,,Malaysia
,Philippines,2020-10-22,12.879721,121.774017,POINT(121.774017 12.879721),363888,6783,312333,44772,,,Philippines
,Singapore,2020-10-22,1.2833,103.8333,POINT(103.8333 1.2833),57941,28,57829,84,,,Singapore
,Thailand,2020-10-22,15.870032,100.992541,POINT(100.992541 15.870032),3727,59,3518,150,,,Thailand
,Timor-Leste,2020-10-22,-8.874217,125.727539,POINT(125.727539 -8.874217),29,0,28,1,,,Timor-Leste
,Vietnam,2020-10-22,14.058324,108.277199,POINT(108.277199 14.058324),1148,35,1049,64,,,Vietnam
,Brunei,2020-11-19,4.5353,114.7277,POINT(114.7277 4.5353),148,3,145,0,,,Brunei
,Burma,2020-11-19,21.9162,95.956,POINT(95.956 21.9162),74882,1676,55633,17573,,,Burma
,Cambodia,2020-11-19,11.55,104.9167,POINT(104.9167 11.55),304,0,291,13,,,Cambodia
,Indonesia,2020-11-19,-0.7893,113.9213,POINT(113.9213 -0.7893),483518,15600,406612,61306,,,Indonesia
,Laos,2020-11-19,19.85627,102.495496,POINT(102.495496 19.85627),25,0,23,2,,,Laos
,Malaysia,2020-11-19,4.2104839999999992,101.975766,POINT(101.975766 4.210484),51680,326,38132,13222,,,Malaysia
,Philippines,2020-11-19,12.879721,121.774017,POINT(121.774017 12.879721),413430,7998,374939,30493,,,Philippines
,Singapore,2020-11-19,1.2833,103.8333,POINT(103.8333 1.2833),58139,28,58052,59,,,Singapore
,Thailand,2020-11-19,15.870032,100.992541,POINT(100.992541 15.870032),3892,60,3745,87,,,Thailand
,Timor-Leste,2020-11-19,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-19,14.058324,108.277199,POINT(108.277199 14.058324),1304,35,1142,127,,,Vietnam
,Brunei,2020-12-19,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-19,21.9162,95.956,POINT(95.956 21.9162),115187,2424,94118,18645,,,Burma
,Cambodia,2020-12-19,11.55,104.9167,POINT(104.9167 11.55),362,0,345,17,,,Cambodia
,Indonesia,2020-12-19,-0.7893,113.9213,POINT(113.9213 -0.7893),657948,19659,536260,102029,,,Indonesia
,Laos,2020-12-19,19.85627,102.495496,POINT(102.495496 19.85627),41,0,36,5,,,Laos
,Malaysia,2020-12-19,4.2104839999999992,101.975766,POINT(101.975766 4.210484),91969,433,76242,15294,,,Malaysia
,Philippines,2020-12-19,12.879721,121.774017,POINT(121.774017 12.879721),458044,8911,421086,28047,,,Philippines
,Singapore,2020-12-19,1.2833,103.8333,POINT(103.8333 1.2833),58403,29,58274,100,,,Singapore
,Thailand,2020-12-19,15.870032,100.992541,POINT(100.992541 15.870032),4907,60,4041,806,,,Thailand
,Timor-Leste,2020-12-19,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,35,-4,,,Timor-Leste
,Vietnam,2020-12-19,14.058324,108.277199,POINT(108.277199 14.058324),1411,35,1269,107,,,Vietnam
,Brunei,2020-05-14,4.5353,114.7277,POINT(114.7277 4.5353),141,1,134,6,,,Brunei
,Burma,2020-05-14,21.9162,95.956,POINT(95.956 21.9162),181,6,84,91,,,Burma
,Cambodia,2020-05-14,11.55,104.9167,POINT(104.9167 11.55),122,0,121,1,,,Cambodia
,Indonesia,2020-05-14,-0.7893,113.9213,POINT(113.9213 -0.7893),16006,1043,3518,11445,,,Indonesia
,Laos,2020-05-14,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,14,5,,,Laos
,Malaysia,2020-05-14,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),6819,112,5351,1356,,,Malaysia
,Philippines,2020-05-14,12.879721,121.77401699999999,POINT(121.774017 12.879721),11876,790,2337,8749,,,Philippines
,Singapore,2020-05-14,1.2833,103.8333,POINT(103.8333 1.2833),26098,21,5973,20104,,,Singapore
,Thailand,2020-05-14,15.870032,100.992541,POINT(100.992541 15.870032),3018,56,2850,112,,,Thailand
,Timor-Leste,2020-05-14,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,21,3,,,Timor-Leste
,Vietnam,2020-05-14,14.058323999999999,108.277199,POINT(108.277199 14.058324),312,0,260,52,,,Vietnam
,Brunei,2020-04-14,4.5353,114.7277,POINT(114.7277 4.5353),136,1,107,28,,,Brunei
,Burma,2020-04-14,21.9162,95.956,POINT(95.956 21.9162),63,4,2,57,,,Burma
,Cambodia,2020-04-14,11.55,104.9167,POINT(104.9167 11.55),122,0,91,31,,,Cambodia
,Indonesia,2020-04-14,-0.7893,113.9213,POINT(113.9213 -0.7893),4839,459,426,3954,,,Indonesia
,Laos,2020-04-14,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,1,18,,,Laos
,Malaysia,2020-04-14,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),4987,82,2478,2427,,,Malaysia
,Philippines,2020-04-14,12.879721,121.77401699999999,POINT(121.774017 12.879721),5223,335,295,4593,,,Philippines
,Singapore,2020-04-14,1.2833,103.8333,POINT(103.8333 1.2833),3252,10,611,2631,,,Singapore
,Thailand,2020-04-14,15.870032,100.992541,POINT(100.992541 15.870032),2613,41,1405,1167,,,Thailand
,Timor-Leste,2020-04-14,-8.874217,125.727539,POINT(125.727539 -8.874217),6,0,1,5,,,Timor-Leste
,Vietnam,2020-04-14,14.058323999999999,108.277199,POINT(108.277199 14.058324),266,0,169,97,,,Vietnam
,Malaysia,2020-03-19,4.2105,101.9758,POINT(101.9758 4.2105),900,2,75,,,,
,Singapore,2020-03-19,1.3521,103.8198,POINT(103.8198 1.3521),345,0,114,,,,
,Indonesia,2020-03-19,-0.7893,113.9213,POINT(113.9213 -0.7893),311,25,11,,,,
,Thailand,2020-03-19,15.87,100.9925,POINT(100.9925 15.87),272,1,42,,,,
,Philippines,2020-03-19,12.8797,121.774,POINT(121.774 12.8797),217,17,8,,,,
,Vietnam,2020-03-19,14.0583,108.2772,POINT(108.2772 14.0583),85,0,16,,,,
,Brunei,2020-03-19,4.5353,114.7277,POINT(114.7277 4.5353),75,0,0,,,,
,Cambodia,2020-03-19,12.5657,104.991,POINT(104.991 12.5657),37,0,1,,,,
,Brunei,2020-12-22,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-22,21.9162,95.956,POINT(95.956 21.9162),117946,2484,97819,17643,,,Burma
,Cambodia,2020-12-22,11.55,104.9167,POINT(104.9167 11.55),363,0,349,14,,,Cambodia
,Indonesia,2020-12-22,-0.7893,113.9213,POINT(113.9213 -0.7893),678125,20257,552722,105146,,,Indonesia
,Laos,2020-12-22,19.85627,102.495496,POINT(102.495496 19.85627),41,0,37,4,,,Laos
,Malaysia,2020-12-22,4.2104839999999992,101.975766,POINT(101.975766 4.210484),97389,439,79304,17646,,,Malaysia
,Philippines,2020-12-22,12.879721,121.774017,POINT(121.774017 12.879721),462815,9021,429419,24375,,,Philippines
,Singapore,2020-12-22,1.2833,103.8333,POINT(103.8333 1.2833),58461,29,58304,128,,,Singapore
,Thailand,2020-12-22,15.870032,100.992541,POINT(100.992541 15.870032),5716,60,4078,1578,,,Thailand
,Timor-Leste,2020-12-22,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,31,0,,,Timor-Leste
,Vietnam,2020-12-22,14.058324,108.277199,POINT(108.277199 14.058324),1420,35,1281,104,,,Vietnam
,Brunei,2020-07-14,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-14,21.9162,95.956,POINT(95.956 21.9162),337,6,261,70,,,Burma
,Cambodia,2020-07-14,11.55,104.9167,POINT(104.9167 11.55),165,0,133,32,,,Cambodia
,Indonesia,2020-07-14,-0.7893,113.9213,POINT(113.9213 -0.7893),78572,3710,37636,37226,,,Indonesia
,Laos,2020-07-14,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-14,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8729,122,8524,83,,,Malaysia
,Philippines,2020-07-14,12.879721,121.77401699999999,POINT(121.774017 12.879721),57545,1603,20459,35483,,,Philippines
,Singapore,2020-07-14,1.2833,103.8333,POINT(103.8333 1.2833),46630,27,42737,3866,,,Singapore
,Thailand,2020-07-14,15.870032,100.992541,POINT(100.992541 15.870032),3227,58,3091,78,,,Thailand
,Timor-Leste,2020-07-14,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-14,14.058323999999999,108.277199,POINT(108.277199 14.058324),373,0,352,21,,,Vietnam
,Singapore,2020-02-27,,,,93,0,62,,,,
,Thailand,2020-02-27,,,,40,0,22,,,,
,Malaysia,2020-02-27,,,,23,0,18,,,,
,Vietnam,2020-02-27,,,,16,0,16,,,,
,Philippines,2020-02-27,,,,3,1,1,,,,
,Cambodia,2020-02-27,,,,1,0,1,,,,
,Brunei,2020-09-22,4.5353,114.7277,POINT(114.7277 4.5353),145,3,142,0,,,Brunei
,Burma,2020-09-22,21.9162,95.956,POINT(95.956 21.9162),6959,116,1951,4892,,,Burma
,Cambodia,2020-09-22,11.55,104.9167,POINT(104.9167 11.55),275,0,274,1,,,Cambodia
,Indonesia,2020-09-22,-0.7893,113.9213,POINT(113.9213 -0.7893),252923,9837,184298,58788,,,Indonesia
,Laos,2020-09-22,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-09-22,4.2104839999999992,101.975766,POINT(101.975766 4.210484),10358,130,9563,665,,,Malaysia
,Philippines,2020-09-22,12.879721,121.774017,POINT(121.774017 12.879721),291789,5049,230643,56097,,,Philippines
,Singapore,2020-09-22,1.2833,103.8333,POINT(103.8333 1.2833),57627,27,57262,338,,,Singapore
,Thailand,2020-09-22,15.870032,100.992541,POINT(100.992541 15.870032),3514,59,3345,110,,,Thailand
,Timor-Leste,2020-09-22,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,27,0,,,Timor-Leste
,Vietnam,2020-09-22,14.058324,108.277199,POINT(108.277199 14.058324),1068,35,957,76,,,Vietnam
,Brunei,2020-11-14,4.5353,114.7277,POINT(114.7277 4.5353),148,3,145,0,,,Brunei
,Burma,2020-11-14,21.9162,95.956,POINT(95.956 21.9162),68011,1552,51362,15097,,,Burma
,Cambodia,2020-11-14,11.55,104.9167,POINT(104.9167 11.55),302,0,289,13,,,Cambodia
,Indonesia,2020-11-14,-0.7893,113.9213,POINT(113.9213 -0.7893),463007,15148,388094,59765,,,Indonesia
,Laos,2020-11-14,19.85627,102.495496,POINT(102.495496 19.85627),24,0,23,1,,,Laos
,Malaysia,2020-11-14,4.2104839999999992,101.975766,POINT(101.975766 4.210484),46209,306,33772,12131,,,Malaysia
,Philippines,2020-11-14,12.879721,121.774017,POINT(121.774017 12.879721),406337,7791,363068,35478,,,Philippines
,Singapore,2020-11-14,1.2833,103.8333,POINT(103.8333 1.2833),58116,28,58019,69,,,Singapore
,Thailand,2020-11-14,15.870032,100.992541,POINT(100.992541 15.870032),3874,60,3715,99,,,Thailand
,Timor-Leste,2020-11-14,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-14,14.058324,108.277199,POINT(108.277199 14.058324),1265,35,1103,127,,,Vietnam
,Brunei,2020-10-14,4.5353,114.7277,POINT(114.7277 4.5353),147,3,143,1,,,Brunei
,Burma,2020-10-14,21.9162,95.956,POINT(95.956 21.9162),31325,732,13866,16727,,,Burma
,Cambodia,2020-10-14,11.55,104.9167,POINT(104.9167 11.55),283,0,278,5,,,Cambodia
,Indonesia,2020-10-14,-0.7893,113.9213,POINT(113.9213 -0.7893),344749,12156,267851,64742,,,Indonesia
,Laos,2020-10-14,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-10-14,4.2104839999999992,101.975766,POINT(101.975766 4.210484),17540,167,11605,5768,,,Malaysia
,Philippines,2020-10-14,12.879721,121.774017,POINT(121.774017 12.879721),346536,6449,293860,46227,,,Philippines
,Singapore,2020-10-14,1.2833,103.8333,POINT(103.8333 1.2833),57889,28,57752,109,,,Singapore
,Thailand,2020-10-14,15.870032,100.992541,POINT(100.992541 15.870032),3652,59,3457,136,,,Thailand
,Timor-Leste,2020-10-14,-8.874217,125.727539,POINT(125.727539 -8.874217),29,0,28,1,,,Timor-Leste
,Vietnam,2020-10-14,14.058324,108.277199,POINT(108.277199 14.058324),1122,35,1029,58,,,Vietnam
,Brunei,2020-04-22,4.5353,114.7277,POINT(114.7277 4.5353),138,1,117,20,,,Brunei
,Burma,2020-04-22,21.9162,95.956,POINT(95.956 21.9162),123,5,7,111,,,Burma
,Cambodia,2020-04-22,11.55,104.9167,POINT(104.9167 11.55),122,0,110,12,,,Cambodia
,Indonesia,2020-04-22,-0.7893,113.9213,POINT(113.9213 -0.7893),7418,635,913,5870,,,Indonesia
,Laos,2020-04-22,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,4,15,,,Laos
,Malaysia,2020-04-22,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5532,93,3452,1987,,,Malaysia
,Philippines,2020-04-22,12.879721,121.77401699999999,POINT(121.774017 12.879721),6710,446,693,5571,,,Philippines
,Singapore,2020-04-22,1.2833,103.8333,POINT(103.8333 1.2833),10141,12,896,9233,,,Singapore
,Thailand,2020-04-22,15.870032,100.992541,POINT(100.992541 15.870032),2826,49,2352,425,,,Thailand
,Timor-Leste,2020-04-22,-8.874217,125.727539,POINT(125.727539 -8.874217),23,0,1,22,,,Timor-Leste
,Vietnam,2020-04-22,14.058323999999999,108.277199,POINT(108.277199 14.058324),268,0,223,45,,,Vietnam
,Brunei,2020-06-22,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-22,21.9162,95.956,POINT(95.956 21.9162),291,6,200,85,,,Burma
,Cambodia,2020-06-22,11.55,104.9167,POINT(104.9167 11.55),130,0,127,3,,,Cambodia
,Indonesia,2020-06-22,-0.7893,113.9213,POINT(113.9213 -0.7893),46845,2500,18735,25610,,,Indonesia
,Laos,2020-06-22,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-22,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8587,121,8177,289,,,Malaysia
,Philippines,2020-06-22,12.879721,121.77401699999999,POINT(121.774017 12.879721),30682,1177,8143,21362,,,Philippines
,Singapore,2020-06-22,1.2833,103.8333,POINT(103.8333 1.2833),42313,26,35590,6697,,,Singapore
,Thailand,2020-06-22,15.870032,100.992541,POINT(100.992541 15.870032),3151,58,3022,71,,,Thailand
,Timor-Leste,2020-06-22,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-22,14.058323999999999,108.277199,POINT(108.277199 14.058324),349,0,328,21,,,Vietnam
,Singapore,2020-02-14,,,,67,0,17,,,,
,Thailand,2020-02-14,,,,33,0,12,,,,
,Malaysia,2020-02-14,,,,19,0,3,,,,
,Vietnam,2020-02-14,,,,16,0,7,,,,
,Philippines,2020-02-14,,,,3,1,1,,,,
,Cambodia,2020-02-14,,,,1,0,1,,,,
,Malaysia,2020-03-22,4.210484,101.975766,POINT(101.975766 4.210484),1306,10,139,1157,,,Malaysia
,Thailand,2020-03-22,15.870032,100.992541,POINT(100.992541 15.870032),599,1,44,554,,,Thailand
,Indonesia,2020-03-22,-0.7893,113.9213,POINT(113.9213 -0.7893),514,48,29,437,,,Indonesia
,Singapore,2020-03-22,1.2833,103.8333,POINT(103.8333 1.2833),455,2,144,309,,,Singapore
,Philippines,2020-03-22,12.879721,121.774017,POINT(121.774017 12.879721),380,25,15,340,,,Philippines
,Vietnam,2020-03-22,14.058324,108.277199,POINT(108.277199 14.058324),113,0,17,96,,,Vietnam
,Brunei,2020-03-22,4.5353,114.7277,POINT(114.7277 4.5353),88,0,2,86,,,Brunei
,Cambodia,2020-03-22,11.55,104.9167,POINT(104.9167 11.55),84,0,2,82,,,Cambodia
,Timor-Leste,2020-03-22,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Brunei,2020-11-06,4.5353,114.7277,POINT(114.7277 4.5353),148,3,144,1,,,Brunei
,Burma,2020-11-06,21.9162,95.956,POINT(95.956 21.9162),59277,1376,43277,14624,,,Burma
,Cambodia,2020-11-06,11.55,104.9167,POINT(104.9167 11.55),294,0,288,6,,,Cambodia
,Indonesia,2020-11-06,-0.7893,113.9213,POINT(113.9213 -0.7893),429574,14442,360705,54427,,,Indonesia
,Laos,2020-11-06,19.85627,102.495496,POINT(102.495496 19.85627),24,0,23,1,,,Laos
,Malaysia,2020-11-06,4.2104839999999992,101.975766,POINT(101.975766 4.210484),38189,279,26380,11530,,,Malaysia
,Philippines,2020-11-06,12.879721,121.774017,POINT(121.774017 12.879721),391809,7461,349974,34374,,,Philippines
,Singapore,2020-11-06,1.2833,103.8333,POINT(103.8333 1.2833),58047,28,57959,60,,,Singapore
,Thailand,2020-11-06,15.870032,100.992541,POINT(100.992541 15.870032),3830,60,3644,126,,,Thailand
,Timor-Leste,2020-11-06,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,29,1,,,Timor-Leste
,Vietnam,2020-11-06,14.058324,108.277199,POINT(108.277199 14.058324),1212,35,1070,107,,,Vietnam
,Brunei,2020-08-30,4.5353,114.7277,POINT(114.7277 4.5353),144,3,139,2,,,Brunei
,Burma,2020-08-30,21.9162,95.956,POINT(95.956 21.9162),775,6,352,417,,,Burma
,Cambodia,2020-08-30,11.55,104.9167,POINT(104.9167 11.55),273,0,265,8,,,Cambodia
,Indonesia,2020-08-30,-0.7893,113.9213,POINT(113.9213 -0.7893),172053,7343,124185,40525,,,Indonesia
,Laos,2020-08-30,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-08-30,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9334,126,9048,160,,,Malaysia
,Philippines,2020-08-30,12.879721,121.774017,POINT(121.774017 12.879721),217396,3520,157403,56473,,,Philippines
,Singapore,2020-08-30,1.2833,103.8333,POINT(103.8333 1.2833),56771,27,55586,1158,,,Singapore
,Thailand,2020-08-30,15.870032,100.992541,POINT(100.992541 15.870032),3411,58,3252,101,,,Thailand
,Timor-Leste,2020-08-30,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-08-30,14.058324,108.277199,POINT(108.277199 14.058324),1040,32,695,313,,,Vietnam
,Brunei,2020-12-06,4.5353,114.7277,POINT(114.7277 4.5353),151,3,147,1,,,Brunei
,Burma,2020-12-06,21.9162,95.956,POINT(95.956 21.9162),99155,2110,77636,19409,,,Burma
,Cambodia,2020-12-06,11.55,104.9167,POINT(104.9167 11.55),348,0,306,42,,,Cambodia
,Indonesia,2020-12-06,-0.7893,113.9213,POINT(113.9213 -0.7893),575796,17740,474771,83285,,,Indonesia
,Laos,2020-12-06,19.85627,102.495496,POINT(102.495496 19.85627),39,0,26,13,,,Laos
,Malaysia,2020-12-06,4.2104839999999992,101.975766,POINT(101.975766 4.210484),72694,382,61273,11039,,,Malaysia
,Philippines,2020-12-06,12.879721,121.774017,POINT(121.774017 12.879721),439834,8554,408634,22646,,,Philippines
,Singapore,2020-12-06,1.2833,103.8333,POINT(103.8333 1.2833),58260,29,58160,71,,,Singapore
,Thailand,2020-12-06,15.870032,100.992541,POINT(100.992541 15.870032),4107,60,3868,179,,,Thailand
,Timor-Leste,2020-12-06,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-06,14.058324,108.277199,POINT(108.277199 14.058324),1366,35,1220,111,,,Vietnam
,Brunei,2020-04-11,4.5353,114.7277,POINT(114.7277 4.5353),136,1,104,31,,,Brunei
,Burma,2020-04-11,21.9162,95.956,POINT(95.956 21.9162),38,3,2,33,,,Burma
,Cambodia,2020-04-11,11.55,104.9167,POINT(104.9167 11.55),120,0,75,45,,,Cambodia
,Indonesia,2020-04-11,-0.7893,113.9213,POINT(113.9213 -0.7893),3842,327,286,3229,,,Indonesia
,Laos,2020-04-11,19.856270000000002,102.495496,POINT(102.495496 19.85627),18,0,0,18,,,Laos
,Malaysia,2020-04-11,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),4530,73,1995,2462,,,Malaysia
,Philippines,2020-04-11,12.879721,121.77401699999999,POINT(121.774017 12.879721),4428,247,157,4024,,,Philippines
,Singapore,2020-04-11,1.2833,103.8333,POINT(103.8333 1.2833),2299,8,528,1763,,,Singapore
,Thailand,2020-04-11,15.870032,100.992541,POINT(100.992541 15.870032),2518,35,1135,1348,,,Thailand
,Timor-Leste,2020-04-11,-8.874217,125.727539,POINT(125.727539 -8.874217),2,0,1,1,,,Timor-Leste
,Vietnam,2020-04-11,14.058323999999999,108.277199,POINT(108.277199 14.058324),258,0,144,114,,,Vietnam
,Brunei,2020-11-01,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-11-01,21.9162,95.956,POINT(95.956 21.9162),53405,1258,34189,17958,,,Burma
,Cambodia,2020-11-01,11.55,104.9167,POINT(104.9167 11.55),292,0,283,9,,,Cambodia
,Indonesia,2020-11-01,-0.7893,113.9213,POINT(113.9213 -0.7893),412784,13943,341942,56899,,,Indonesia
,Laos,2020-11-01,19.85627,102.495496,POINT(102.495496 19.85627),24,0,22,2,,,Laos
,Malaysia,2020-11-01,4.2104839999999992,101.975766,POINT(101.975766 4.210484),32505,249,22220,10036,,,Malaysia
,Philippines,2020-11-01,12.879721,121.774017,POINT(121.774017 12.879721),383113,7238,348760,27115,,,Philippines
,Singapore,2020-11-01,1.2833,103.8333,POINT(103.8333 1.2833),58019,28,57924,67,,,Singapore
,Thailand,2020-11-01,15.870032,100.992541,POINT(100.992541 15.870032),3787,59,3595,133,,,Thailand
,Timor-Leste,2020-11-01,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,29,1,,,Timor-Leste
,Vietnam,2020-11-01,14.058324,108.277199,POINT(108.277199 14.058324),1180,35,1063,82,,,Vietnam
,Brunei,2020-06-20,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-20,21.9162,95.956,POINT(95.956 21.9162),287,6,196,85,,,Burma
,Cambodia,2020-06-20,11.55,104.9167,POINT(104.9167 11.55),129,0,126,3,,,Cambodia
,Indonesia,2020-06-20,-0.7893,113.9213,POINT(113.9213 -0.7893),45029,2429,17883,24717,,,Indonesia
,Laos,2020-06-20,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-20,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8556,121,8146,289,,,Malaysia
,Philippines,2020-06-20,12.879721,121.77401699999999,POINT(121.774017 12.879721),29400,1150,7650,20600,,,Philippines
,Singapore,2020-06-20,1.2833,103.8333,POINT(103.8333 1.2833),41833,26,34224,7583,,,Singapore
,Thailand,2020-06-20,15.870032,100.992541,POINT(100.992541 15.870032),3147,58,3018,71,,,Thailand
,Timor-Leste,2020-06-20,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-20,14.058323999999999,108.277199,POINT(108.277199 14.058324),349,0,327,22,,,Vietnam
,Brunei,2020-05-09,4.5353,114.7277,POINT(114.7277 4.5353),141,1,132,8,,,Brunei
,Burma,2020-05-09,21.9162,95.956,POINT(95.956 21.9162),178,6,68,104,,,Burma
,Cambodia,2020-05-09,11.55,104.9167,POINT(104.9167 11.55),122,0,120,2,,,Cambodia
,Indonesia,2020-05-09,-0.7893,113.9213,POINT(113.9213 -0.7893),13645,959,2607,10079,,,Indonesia
,Laos,2020-05-09,19.85627,102.495496,POINT(102.495496 19.85627),19,0,13,6,,,Laos
,Malaysia,2020-05-09,4.2104839999999992,101.975766,POINT(101.975766 4.210484),6589,108,4929,1552,,,Malaysia
,Philippines,2020-05-09,12.879721,121.774017,POINT(121.774017 12.879721),10610,704,1842,8064,,,Philippines
,Singapore,2020-05-09,1.2833,103.8333,POINT(103.8333 1.2833),22460,20,2296,20144,,,Singapore
,Thailand,2020-05-09,15.870032,100.992541,POINT(100.992541 15.870032),3004,56,2787,161,,,Thailand
,Timor-Leste,2020-05-09,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,21,3,,,Timor-Leste
,Vietnam,2020-05-09,14.058324,108.277199,POINT(108.277199 14.058324),288,0,241,47,,,Vietnam
,Brunei,2020-09-09,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-09,21.9162,95.956,POINT(95.956 21.9162),2009,14,553,1442,,,Burma
,Cambodia,2020-09-09,11.55,104.9167,POINT(104.9167 11.55),274,0,273,1,,,Cambodia
,Indonesia,2020-09-09,-0.7893,113.9213,POINT(113.9213 -0.7893),203342,8336,145200,49806,,,Indonesia
,Laos,2020-09-09,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-09-09,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9583,128,9143,312,,,Malaysia
,Philippines,2020-09-09,12.879721,121.774017,POINT(121.774017 12.879721),245143,3986,185543,55614,,,Philippines
,Singapore,2020-09-09,1.2833,103.8333,POINT(103.8333 1.2833),57166,27,56492,647,,,Singapore
,Thailand,2020-09-09,15.870032,100.992541,POINT(100.992541 15.870032),3454,58,3310,86,,,Thailand
,Timor-Leste,2020-09-09,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-09-09,14.058324,108.277199,POINT(108.277199 14.058324),1059,35,890,134,,,Vietnam
,Thailand,2020-01-26,,,,8,,2,,,,
